Janeiro,,,,,,,,,,,,
04/03/26,quarta-feira,Café com Sallouti,Institucional,Relações Institucionais,Auditório,08h00 - 10h00,45,-,"
#SR-46399",#REQ-46398,Finalizado,-
07/03/26,sábado,Exec - AI For Business - AI4BT38 B2C,Novos Produtos,Exec,Auditório,08h00 - 18h00,58,-,#SR-44771,#REQ-46719,Finalizado,-
11/03/26,quarta-feira,Treinamento interno - Acadêmico e OVO,Suporte,Marketing,A13,11h30 - 14h30,30,-,#SR-47035,-,Finalizado,-
12/03/26,quinta-feira,Nitro Academy ,Suporte,Cessão de Espaço,Auditório,09h00 - 12h00,56,-,#SR-46726,#REQ-47176,Finalizado,-
14/03/26,sábado,Aula 2  Hackathon Camino T2 <> Inteli,Novos Produtos,Relacionamento Escolas,A13,09h00 - 12h00,10,-,-,-,Finalizado,-
16/03/26,segunda-feira,Red Bull,Suporte,Cessão de Espaço,Arquibancada,19h00 - 21h30,150,-,#SR-47039,,Finalizado,-
16/03/26,segunda-feira,Exec - Semana Formação de Trainees Ambev,Novos Produtos,Exec,Auditório,08h00 - 18h30,32,-,#SR-44775,#REQ-46757,Finalizado,-
17/03/26,terça-feira,Visita Alunos - St Nicholas School,Novos Produtos,Relacionamento Escolas,A13,10h00 - 12h00,20,-,#SR-47038,#REQ-47037,Finalizado,-
17/03/26,terça-feira,Exec - Semana Formação de Trainees Ambev,Novos Produtos,Exec,Auditório,08h00 - 18h30,32,-,#SR-44775,#REQ-46757,Finalizado,-
17/03/26,terça-feira, AI Custom - Turma 05 - AI Champions - Stone,Não se aplica,Exec,Estúdio,10h00 - 12h00,-,-,-,-,Não se aplica,-
18/03/26,quarta-feira,Exec - Semana Formação de Trainees Ambev,Novos Produtos,Exec,A13,08h00 - 18h30,32,-,#SR-44775,#REQ-46757,Finalizado,-
18/03/26,quarta-feira,Visita Alunos - Colégio Poliedro SJC,Novos Produtos,Relacionamento Escolas,Auditório,17h00 -19h00,47,-,#SR-47438,#REQ-47436,Finalizado,-
19/03/26,quinta-feira,BTG,Suporte,Cessão de Espaço,Auditório,08h00-19h00,56,-,#SR-46904,#REQ-46905,Finalizado,-
19/03/26,quinta-feira,Exec - Semana Formação de Trainees Ambev,Novos Produtos,Exec,A13,08h00 - 18h30,32,-,#SR-44777,#REQ-46757,Finalizado,-
20/03/26,sexta-feira,Exec - Semana Formação de Trainees Ambev,Novos Produtos,Exec,Auditório,08h00 - 18h30,32,-,#SR-44775,#REQ-46757,Finalizado,-
24/03/26,terça-feira, AI Custom - Turma 05 - AI Champions - Stone,Novos Produtos,Exec,Estúdio,10h00 - 12h00,-,-,-,-,Não se aplica,-
26/03/26,quinta-feira,Exec - AI For Business - AI4BT36 OPM,Novos Produtos,Exec,Auditório,08h00 - 18h30,50,-,#SR-44772,#REQ-47444,Finalizado,-
27/03/26,sexta-feira,Visita Alunos - Colégio Dante Alighieri/SP,Novos Produtos,Relacionamento Escolas,Auditório,14h00 - 16h00,30,-,#SR-47448,#REQ-47445,Finalizado,-
28/03/26,sábado,Visita Colégio Mobile,Novos Produtos,Admissões,A05,09h00 - 11h00,30,-,#SR-47451,#REQ-47450,Finalizado,-
28/03/26,sábado,BTG -  OBECON ,Suporte,Cessão de Espaço,Auditório + R do térreo,08h00 - 18h00,40,-,#SR-47886,#REQ-47887,Finalizado,-
30/03/26,segunda-feira,Feira Internacional de Pós-graduação,Suporte,CDL,Auditório,17h00 - 21h00,30,-,#SR-47755,#REQ-47756,Finalizado,https://drive.google.com/drive/u/0/folders/1f_Pnh1OKp3R3mrZf_gsKh-3vQh9nf00o
30/03/26,segunda-feira,Café da manhã - Wuri,Institucional,Marketing,Auditório,08h00 - 10h30,70,-,#SR-48109,#REQ-48231,Finalizado,-
31/03/26,terça-feira, AI Custom - Turma 05 - AI Champions - Stone,Não se aplica,Exec,Estúdio,10h00 - 12h00,-,-,-,-,Não se aplica,-
,,,,,,,,,,,,
Abril,,,,,,,,,,,,
Data do evento,Dia da semana,Evento,,Àrea demandante,Espaço,Horário,Nº convidados,Ticket Eventos,Ticket IT Bar,Ticket Facilities,Status,Link Drive
08/04/26,quarta-feira,Café com Sallouti,Institucional,Relações Institucionais,Auditório,08h00 - 10h00,45,-,#SR-47762,#REQ-47764,Finalizado,-
08/04/26,quarta-feira,Apoio ENADE,Suporte,Acadêmico,A09 A11 A08 e A07,18h30,100,-,#SR-48773,#REQ-48774,Finalizado,-
09/04/26,quinta-feira,Accommodations do Ensino Superior NAP,Suporte,CDL,Auditório,12h00 - 18h00,45,-,#SR-48775,#REQ-48777,Finalizado,https://drive.google.com/drive/u/0/folders/1xqBighAg9sqvfvzEU-VMfycEYfAZPM4s
10/04/26,sexta-feira,Visita alunos - Colégio Visconde de Porto Seguro - Unidade Morumbi,Novos Produtos,Relacionamento Escolas,A04,14h00 - 16h00,20,-,#SR-48779,#REQ-48781,Finalizado,-
10/04/26,sexta-feira,Aula aberta Sprint 5,Captação|Awareness,Admissões,A01,08:00 - 18:00,5,-,#SR-48984,#REQ-48985,Finalizado,-
11/04/26,sábado,Aula - MBA,Novos Produtos,MBA,Auditório,08h00 - 18h00,56,-,#SR-44779,#REQ-48986,Finalizado,-
11/04/26,sábado,Exec - AI For Business - AI4BT41 B2C,Novos Produtos,Exec,Atelies 09 e 11,08h00 - 18h00,55,-,#SR-44780,#REQ-48987,Finalizado,-
13/04/26,segunda-feira,Exec - AI For Business - Turmas 37 e 39 - BTG (EUA),Não se aplica,Exec,n/a,n/a,n/a,-,n/a,n/a,Não se aplica,-
14/04/26,terça-feira,Exec - AI For Business - Turmas 37 e 39 - BTG (EUA),Não se aplica,Exec,n/a,n/a,n/a,-,n/a,n/a,Não se aplica,-
15/04/26,quarta-feira,Exec - AI For Business - Turmas 37 e 39 - BTG (EUA),Não se aplica,Exec,n/a,n/a,n/a,-,n/a,n/a,Não se aplica,-
16/04/26,quinta-feira,Exec - AI For Business - Turmas 37 e 39 - BTG (EUA),Não se aplica,Exec,n/a,n/a,n/a,-,n/a,n/a,Não se aplica,-
17/04/26,sexta-feira,Exec - AI For Business - Turmas 37 e 39 - BTG (EUA),Não se aplica,Exec,n/a,n/a,n/a,-,n/a,n/a,Não se aplica,-
23/04/26,quinta-feira,Inteli Day ,Captação|Awareness,Marketing,A13,18h00 - 20h00,50,-,#SR-48983,#REQ-49572,Finalizado,1vgUlshFHb0N2wcXgfG7C0N3TzW9XR76J
24/04/26,sexta-feira,Masterclass - Cardif (online estúdio),Não se aplica,Exec,Estúdio,09h00 - 13h00,n/a,-,#SR-48600,-,Não se aplica,-
24/04/26,sexta-feira,Exec - Kick Off Auren,Novos Produtos,Exec,Auditório,08h00 - 12h00,100,-,#SR-49361,#REQ-49582,Finalizado,-
25/04/26,sábado,Aula 01 - Pós Lenovo,Novos Produtos,Pós,A13,08h00 - 18h00,20,-,-,-,Finalizado,https://drive.google.com/drive/u/0/folders/1dO7KLbXJ0kRvq6KuiOWTXX9FuYvDtIHm
25/04/26,sábado,Aula Aberta AI4Education ,Captação|Awareness,Marketing,Auditório,09h00 - 11h30,30,,#SR-49564,#REQ-49591,Cancelado,#REQ-49591
27/04/25,segunda-feira,Lançamento do Centro de Empreendedorismo,Suporte,CDL,Auditório,18h30 - 20h00,50,-,#SR-49566,#REQ-49592,Finalizado,27/04 Lançahttps://drive.google.com/drive/u/0/folders/1S-T50DPUUg_6H6Qt0-6zWINJiA8x3jK8mento Centro de Empreendedorismo
28/04/26,terça-feira,BTG,Suporte,Cessão de Espaço,Auditório,08h00-19h00,56,-,#SR-49568,#REQ-49600,Finalizado,-
29/04/26,quarta-feira,Exec - AI for Business - Turma 49 Ambev,Novos Produtos,Exec,A13,08h00 - 18h00,25,-,#SR-48601,#REQ-49593,Finalizado,-
30/04/26,quinta-feira,Exec - AI for Business - Turma 49 Ambev,Novos Produtos,Exec,A03,08h00 - 18h00,25,-,#SR-48602,#REQ-49595,Finalizado,-
30/04/26,quinta-feira,Sprint 1,Acadêmico,Acadêmico,A13,-,-,-,-,-,Não se aplica,-
30/04/26,quinta-feira,Início PÓS - turma lenovo,Novos Produtos,MBA,Auditório,08h00-12h00,25,-,#SR-49569,#REQ-49597,Finalizado,-
,,,,,,,,,,,,
Maio,,,,,,,,,,,,
Data do evento,Dia da semana,Evento,,Àrea demandante,Espaço,Horário,Nº convidados,Ticket Eventos,Ticket IT Bar,Ticket Facilities,Status,Link Drive
04/05/26,segunda-feira,Visita Centro de Ensino Charles Darwin - Unidade Vitória ao Inteli - Alunos,Suporte,Relacionamento Escolas,Auditório,14h00 - 16h00,40,,#SR-49823,#REQ-49822,Finalizado,-
05/05/26,terça-feira,Oxygen,Suporte,Marketing,A13,08h00 - 12h00,25,,#SR-49824,#REQ-49860,Finalizado,-
06/05/26,quarta-feira,,,,A05,,,,#SR-49827,#REQ-49861,Finalizado,-
06/05/26,quarta-feira,Café com Sallouti,Institucional,Relações Institucionais,Auditório,08h00 - 10h00,45,,#SR-49571,#REQ-49829,Finalizado,-
07/05/26,quinta-feira,Reunião Conselho IPT,Suporte,Relações Institucionais,Conselho e A13,10h00 - 14h00,10,,#SR-49830,#REQ-49832,Finalizado,-
07/05/26,quinta-feira,Ação Wuri,Institucional,Marketing,Arquibancada,11h00 - 12h00,-,,#SR-50982,#REQ-50981,Cancelado,-
07/05/26,quinta-feira,EXEC - Masterclass - Sindusfarma,Novos Produtos,Exec,Auditório,09h00 - 14h00,90,,#SR-48613,#REQ-49835,Finalizado,-
07/05/26,quinta-feira,"Visita ao Inteli - Ballet Paraisópolis
",Suporte,Relacionamento Escolas,Auditório,14h00 - 16h00,130,,#SR-49840,#REQ-49863,Finalizado,-
07/05/26,quinta-feira,"Visita ao Inteli - 
Visita Diretores AR e BR: Colégio Michael Ham",Suporte,Relacionamento Escolas,A13,14h00 - 16h00,37,,#SR-49864,#REQ-49867,Finalizado,-
08/05/26,sexta-feira,Exec - AI for Business - Turma 47.1 - BTG,Novos Produtos,Exec,Auditório,08h00 - 18h00,40,,#SR-49372,#REQ-49871,Finalizado,-
08/05/26,sexta-feira,AMBEV - DC Summit,Suporte,Cessão de Espaço,A13,08h00 - 18h00,30,,-,-,Cancelado,-
08/05/26,sexta-feira,Visita SEBRAE/RJ ao INTELI,Novos Produtos,Relacionamento Escolas,r09,11H00 - 12H00,7,,-,#REQ-50594,Finalizado,-
09/05/26,sábado,Inteli Road - BTG,Captação|Awareness,Marketing,-,-,-,,-,-,Cancelado,-
09/05/26,sábado,Gravação Café com Doadores,Institucional,Marketing,A01 e A03,08h00 - 12h00,15,,#SR-51076,#REQ-51304,Finalizado,-
09/05/26,sábado,Aula - MBA,Novos Produtos,MBA,Auditório,08h00 - 18h00,60,,#SR-49883,#REQ-50347,Finalizado,-
09/05/26,sábado,AI for Business - Turma 42 - B2C,Novos Produtos,Exec,A09 e A11,08h00 - 18h00,50,,#SR-48614,#REQ-50345,Finalizado,-
09/05/26,sábado,Aula 01 - Pós Lenovo,Novos Produtos,Pós,A13,08h00 - 18h00,25,,#SR-50599,#REQ-50596,Finalizado,-
12/05/25,terça-feira,Visita Colégio Arena - Alunos ao Inteli,Novos Produtos,Relacionamento Escolas,Auditório,14h - 16h,45,,#SR-50666,#REQ-51114,Finalizado,-
14/05//26,quinta-feira,Exec - AI for Business - Turma 47.1 - BTG,Novos Produtos,Exec,Auditório,08h00 - 18h00,40,,#SR-49372,#REQ-51299,Finalizado,-
14/05//26,quinta-feira,Apresentação University of Cambridge,Não se aplica,CDL,A06 e A08,12h00 - 13h00 ,-,,-,-,Não se aplica,-
14/05/26,quinta-feira,Cessão de Espaço - Cordier,Suporte,Cessão de Espaço,A13,08h00 - 18h00,,,,,Cancelado,-
15/05/26,sexta-feira,Sprint 2,Acadêmico,Acadêmico,A13,-,-,,-,-,Não se aplica,-
15/05/26,sexta-feira,Hackathon,Novos Produtos,Relacionamento Escolas,Auditório,17h00 - 21h00,25,,#SR-51402,#REQ-51403,Finalizado,https://drive.google.com/drive/u/0/folders/1XnUHBCFLIpraEZQqRlPHQwcTYD4ilLwB
16/05/26,sábado ,,,,Auditório,08h00 - 18h00,25,,#SR-51407,#REQ-51408,Finalizado,https://drive.google.com/drive/u/0/folders/1XnUHBCFLIpraEZQqRlPHQwcTYD4ilLwB
16/05/26,sábado,Simulado 01 PS,Suporte,Admissões,Online,-,-,,-,-,Não se aplica,-
16/05/26,sábado,Aula Aberta MBA,Captação|Awareness,Marketing,A09 e A11,09h00 - 12h00,40,,#SR-51411,#REQ-51413,Finalizado,https://drive.google.com/drive/u/0/folders/1x_QpKhraeRD-bfrxVsMlMRQ1dzbumOo4
16/05/26,sábado,Aula 01 - Pós Lenovo,Novos Produtos,Pós,A13,08h00 - 18h00,25,,#SR-51409,#REQ-51410,Finalizado,-
18/05/26,segunda-feira,Visita ao Inteli - AZ Internacional,Novos Produtos,Relacionamento Escolas,Auditório,10h00 - 12h00,75,,#SR-51685,#REQ-51678,Finalizado,-
19/05/26,terça-feira,Visita Alunos Eletiva Programação e Construção Maker - CMC/SP,Novos Produtos,Relacionamento Escolas,A13,14h00 - 16h00,18,,#SR-51689,#REQ-51686,Finalizado,-
19/05/26,terça-feira,Inteli Day - Online,Captação|Awareness,Marketing,Estúdio,19h00 - 20h00,-,,#SR-49818,-,Finalizado,https://drive.google.com/drive/u/0/folders/1JgHDNpvhPtFhsqC-t0YflcMUPUgNE_by
19/05/26,terça-feira,Exec - AI for Business - Turma 50.2 - BTG,Novos Produtos,Exec,Auditório,08h00 - 18h00,40,,#SR-49491,#REQ-51690,Finalizado,-
20/05/26,quarta-feira,Café com Maíra e Aline Wolf,Captação|Awareness,Marketing,Auditório,08h30 - 10h00,120,,#SR-51728,#REQ-51729,Finalizado,https://drive.google.com/drive/u/0/folders/1skr2vu1TFU8rE5dtLjlg2KHnwoIDOTO1
20/05/26,quarta-feira,Visita Alunos - COLÉGIO NOSSA SENHORA DE LOURDES,Novos Produtos,Relacionamento Escolas,Parte Externa e Arquibancada,09h - 11h00,90,,-,#REQ-51691,Finalizado,-
20/05/26,quarta-feira,Apoio ENADE,Suporte,Acadêmico,A09 A11 A08 e A07,18h00 - 20h00,110,,-,#REQ-51982,Finalizado,-
21/05/26,quinta-feira,Visita ao Inteli - COMPA/SP,Novos Produtos,Relacionamento Escolas,Auditório,14h00 - 16h00,20,,#SR-51693,#REQ-51692,Finalizado,-
21/05/26,quinta-feira,Inteli Day  - Bolsa,Captação|Awareness,Marketing,Auditório,18h00 - 20h00,60,,-,-,Cancelado,-
21/05/26,quinta-feira,Ativação KPMG,Suporte,CDL,Auditório,12h-14h,,,,,Não se aplica,-
22/05/26,sexta-feira,Exec - AI for Business - Turma 50.2 - BTG,Novos Produtos,Exec,Auditório,08h00 - 18h00,40,,#SR-49491,#REQ-51983,Finalizado,-
22/05/26,sexta-feira,Exec - Formação para o Ifood,Novos Produtos,Exec,A13,08h00 - 18h00,30,-,-,-,Cancelado,-
23/05/26,sábado,Inteli Day - BTG [Porto Alegre],Captação|Awareness,Marketing,Porto Alegre,09h00 - 12h00,40,-,-,-,Não se aplica,-
23/05/26,sábado,Aula - Pós Lenovo,Novos Produtos,Pós,A13,08h00 - 18h00,25,-,-,#REQ-51986,Finalizado,-
23/05/26,sábado,Primeira Fase da MFP [ Maratona Feminina de Programação ] 2026,Acadêmico,Acadêmico,A01 e A04,12h00 - 19h00,60,,#SR-51985,#REQ-52063,Finalizado,https://drive.google.com/drive/u/0/folders/1u6ItwukWhdw4UuqrtkfipdhiVvuzQSEt
23/05/26,sábado ,Inteli Day Regular,Captação|Awareness,Marketing,A09 e A11,08h00 - 13h00,50,,#SR-52064,#REQ-52065,Finalizado,https://drive.google.com/drive/u/0/folders/1JH98ny15jKSOgKBPBAqxlWk5TULDlydS
25/05/26,segunda-feira,Dinâmica em grupo com Cielo (estágio de férias),Suporte,CDL,A13,12h00 - 14h00,20,-,-,-,Não se aplica,-
25/05/26,segunda-feira,EXEC - AI4BT54 - Auren (turma 1),Novos Produtos,Exec,Auditório,08h00 - 12h00,41,#REQ-51437,#SR-51576,#REQ-52200,Finalizado,-
25/05/26,segunda-feira,EXEC - AI4BT57 - Auren (turma 2),Novos Produtos,Exec,Auditório,14h00 - 18h00,44,#REQ-51438,#SR-51584,#REQ-52202,Finalizado,-
26/05/26,terça-feira,EXEC - AI4BT58 - Auren (turma 3),Novos Produtos,Exec,Auditório,14h00 - 18h00,38,#REQ-51439,#SR-51585,#REQ-52234,Finalizado,-
26/05/26,terça-feira,Café com Doadores [BTG],Institucional,Relações Institucionais,Auditório,08h00 - 12h00,100,,#REQ-52286,#SR-52291,Finalizado,https://drive.google.com/drive/u/0/folders/132TV8EIsK_Uqn7aKPNBBqOWCvTsMFqgB
27/05/26,quarta-feira,Café com Doadores [sem BTG],,Relações Institucionais,Auditório,08h00 -12h00,300,,#REQ-52287,#SR-52292,Finalizado,https://drive.google.com/drive/u/0/folders/132TV8EIsK_Uqn7aKPNBBqOWCvTsMFqgB
27/05/26,quarta-feira,Treinamento LLL [Otávio - Growth],Suporte,Marketing,A13,14h00 - 18h00,20,,#SR-52207,#REQ-52208,Finalizado,-
27/05/26,quarta-feira,Encontro para Orientadores de Carreira 2026 ,Novos Produtos,Relacionamento Escolas,Auditório,09h00 - 16h00,45,,,,Cancelado,-
28/05/26,quinta-feira,Treinamento LLL [Otávio - Growth],Suporte,Marketing,A05,08h00 - 12h00,20,,#SR-52209,#REQ-52211,Finalizado,-
28/05/26,quinta-feira,Treinamento BTG,Suporte,Cessão de Espaço,Auditório,08h00-19h00,56,,#SR-52245,#REQ-52244,Finalizado,-
29/05/26,sexta-feira,EXEC - AI4BT59 - Auren (turma 4),Novos Produtos,Exec,A09 e A11,09h00 - 13h00,45,,#SR-51587,#REQ-52493,Finalizado,-
29/05/26,sexta-feira,Visita Alunos - Colégio Nacional,Suporte,Relacionamento Escolas,Arquibancada,10h - 12h,35,,#SR-52139,#REQ-52141,Finalizado,-
29/05/26,sexta-feira,Sprint 3,Acadêmico,Acadêmico,A13,-,-,,-,-,Não se aplica,-
29/05/26,sexta-feira,Hackathon - Liga Blockchain (CANCELADO),Suporte,CDL,-,-,-,-,-,-,Cancelado,-
29/05/26,sexta-feira,Exec - AI for Business - Turma 40 - BTG Assessores ,Novos Produtos,Exec,Auditório,08h00 - 18h00,40,,#SR-49500,#REQ-52254,Finalizado,-
30/05/26,sábado,Exec - AI for Business - Turma 40 - BTG Assessores ,Novos Produtos,Exec,Auditório,08h00 - 13h00,40,,#SR-49500,#REQ-52494,Finalizado,-
30/05/26,sábado,AI For Education - turma 02,Novos Produtos,Exec,A09 e A11,08h00 - 18h00 ,45,,#SR-52496,#REQ-52495,Finalizado,https://drive.google.com/drive/u/0/folders/1aJZeHX2qSZJy1LAFDwX7Jcb3y9beIZBX
30/05/26,sábado,Aula  - Pós Lenovo,Novos Produtos,Pós,A13,08h00 - 18h00,25,,-,#REQ-52633,Finalizado,-
30/05/26,sábado,Code Club - Evento Externo,Suporte,Clubes,A05,09h00 - 12h00,30,-,-,-,Não se aplica,-
30/05/26,sábado,Inteli Day BTG [Cuiabá],Captação|Awareness,Marketing,Cuiabá,09h00 - 12h00,40,,,,Não se aplica,
,,,,,,,,,,,,
Junho,,,,,,,,,,,,
Data do evento,Dia da semana,Evento,,Àrea demandante,Espaço,Horário,Nº convidados,Ticket Eventos,Ticket IT Bar,Ticket Facilities,Status,Link Drive
01/06/26,segunda-feira,Exec - AI4BT55 - BTG Pactual,Novos Produtos,Exec,Auditório,08h00 - 18h00,32,,#SR-51847,#REQ-52637,Finalizado,-
02/06/26,terça-feira,Exec - AI4BT55 - BTG Pactual,Novos Produtos,Exec,Auditório,08h00 - 18h00,32,,#SR-51848,#REQ-52639,Finalizado,-
02/06/26,terça-feira,"Visita Diretores Regional da Inspira/SP
",Novos Produtos,Relacionamento Escolas,A13,14h00 - 16h00,15,,#SR-52644,#REQ-52643,Finalizado,-
03/06/26,quarta-feira,Café com Sallouti,Institucional,Relações Institucionais,Auditório,07h00 - 10h00,45,,#SR-52648,#REQ-5264,Finalizado,-
03/06/26,quarta-feira,Cessão de Espaço - Comitê de Inovação - KPMG,Institucional,Relações Institucionais,A13,10h00 - 12h00,,,#SR-52830,#REQ-52829,Finalizado,-
08/06/26,segunda-feira,Reunião Maíra ,Suporte,Diretoria,A05,18h00 - 21h00,40,,#SR-52860,#REQ-52863,Finalizado,-
08/06/26,segunda-feira,Visita alunos Escola Granja Viana/SP,Novos Produtos,Relacionamento Escolas,Audiório,10h00 - 12h00,85,,#SR-52865,#REQ-52864,Finalizado,-
09/06/26,terça-feira,Evento Google - Gemini,Suporte,Cessão de Espaço,P6 e Auditório,08h00 - 18h00,,,#SR-52867,#REQ-52866,Finalizado,-
09/06/26,terça-feira,Apresent. dos projetos Colégio Belo Futuro Internacional no Inteli,Novos Produtos,Relacionamento Escolas,Auditório,14h00 - 16h00,30,,#SR-52938,#REQ-52874,Finalizado,-
09/06/26,terça-feira,Cessão de espaço -  Nitro Academy [2],Novos Produtos,Relacionamento Escolas,Auditório,08h30 - 12h00 ,60,,#SR-52948,#REQ-52947,Finalizado,-
09/06/26,terça-feira,MIT Sloan Session ,Suporte,CDL,A05 e A07,18h00 - 20h30,90,-,#SR-52975,#REQ-52977,Finalizado,-
10/06/26,quarta-feira,Aliança - Instituto Telles,Suporte,Cessão de Espaço,Auditório,08h00 - 18h00,100,,,,Cancelado,-
10/06/26,quarta-feira,Exec - AI4BT56 - BTG Pactual,Novos Produtos,Exec,Auditório,08h00 - 18h00,33,#REQ-51977,#SR-51849,#REQ-52941,Finalizado,-
11/06/26,quinta-feira,Exec - AI4BT56 - BTG Pactual,Novos Produtos,Exec,Auditório,08h00 - 18h00,33,#REQ-51978,#SR-51850,#REQ-52942,Finalizado,-
11/06/26,quinta-feira,Projeto Devir 2026 - Encontro no Inteli,Novos Produtos,Relacionamento Escolas,A05,08h00 - 12h00,40,-,#SR-52946,#REQ-52943,Finalizado,-
12/06/26,sexta-feira,Sprint 4,Acadêmico,Acadêmico,Auditório e A05,-,20,-,-,-,Não se aplica,-
13/06/26,sábado,Inteli Day BTG [Brasília],Captação|Awareness,Marketing,Brasília,09h00 - 12h00,40,,,,Para fazer,-
13/06/26,sábado,Lenovo,Novos Produtos,MBA,A13,07h00 - 17h00,20,-,-,#REQ-52949,Finalizado,-
